label,text
neutral,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun
hate,RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5
neutral,@foreverschmoked vertical nip bars..I already have horizontal ones so I think it'll look hella cute
offensive,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;
neutral,"RT @carrielusch: You might be a liberal if you continue to trash America, claiming how horrible and evil it is, yet you refuse to leave"
hate,People who grow their own vegetables are nothing but common peasant trash.
offensive,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn"
offensive,Know that the bad bitch got ittt &#128553;&#127908;
neutral,#Yankees got beaten by a thug
neutral,"Going through my computer and found the ""Shake that monkey"" video we made freshman year in Dillard! &#128514;&#128514; @BruhKiaraThrowd was Too Short"
offensive,"Fuck wnba , fuck dykes on my set #GotNoSet"
hate,@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you
hate,&#8220;@NiHao_Rocky Who is she? RT @DrTruth247: Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper
neutral,RT @chilltweetss: when I make the paper ball into the trash can &#128168; http://t.co/Xnx2XEGACm
hate,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger
hate,&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha
offensive,@AsapTwelvyy hoes.
offensive,Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/bpDqqPoGAe
offensive,"I ain't trying to fuck, bitch. I just want wings."
offensive,@HazelEyedBarbi She walks away!? What a pussy.
hate,You like them bitch niggas.
hate,I do da flow in a temple today fo nuttin. And dat Jew wit the funky hair tell me I subhuman. He tell me I ain't no mo human den a monkey
offensive,Fuck her pussy &#127814;&#128047; Fuck her mouth &#127814;&#128068; Fuck her ass &#127814;&#128169; &#128514;&#128514; cause she nasty
hate,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;
neutral,@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC
offensive,"kyle im hungry, quit talking and let's go hoe"
neutral,@Nashgrier purple monkey
neutral,"RT @PowerCumminMax: Green/yellow fuel pump&gt;&gt;&gt;&gt;&gt;
#dieselstation"
neutral,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees
offensive,&#8220;@inHERribs: is it too early to put your face in some pussy?&#8221; Bul never to early for breakfast
